ID,Company_Name,Industry_Vertical,Sub_Category,City,State,Estimated_Employees,Estimated_Revenue_Range,AI_Automation_Use_Case,Estimated_Deal_Size,Decision_Maker_Title,Website,Priority_Score,Notes,Contact_Email,Alt_Emails,Contact_Phone,Alt_Phones,Email_Source
835,Bleakley Financial Group,Financial Advisory / Wealth Management,RIA,Fairfield,NJ,50,$10M-$25M,Portfolio reporting AI,$5K-$12K,Director of Technology,www.bleakley.com,2,NJ-based wealth management,info@bleakley.com,contact@bleakley.com,18971926532,17720831272; 19265439934,pattern
836,SignatureFD,Financial Advisory / Wealth Management,RIA,Atlanta,GA,100,$25M-$50M,Client engagement AI,$5K-$15K,VP of Technology,www.signaturefd.com,3,Purpose-based planning,crystal.mathis@signaturefd.com,,1772480259,1741893583; 8651749539,scraped
837,Aspiriant,Financial Advisory / Wealth Management,RIA,Los Angeles,CA,200,$50M-$100M,Portfolio analytics AI,$8K-$20K,Chief Technology Officer,www.aspiriant.com,3,$15B+ AUM,manager.research@aspiriant.com,info@aspiriant.com,1772471458,1772471457; 1772450959,scraped
838,Telemus Capital,Financial Advisory / Wealth Management,RIA,Southfield,MI,80,$25M-$50M,Client communication AI,$5K-$12K,Director of IT,www.telemus.com,2,Michigan-based RIA,info@telemus.com,contact@telemus.com,1736363829,1728406703; 1733411400,pattern
839,Crestwood Advisors,Financial Advisory / Wealth Management,RIA,Boston,MA,80,$25M-$50M,Portfolio reporting AI,$5K-$15K,CTO,www.crestwoodadvisors.com,3,FA Magazine 2025 ranking,info@crestwoodadvisors.com,,1769462611,1772239646; 1772240234,pattern
840,Gresham Partners,Financial Advisory / Wealth Management,Family Office,Chicago,IL,80,$25M-$50M,Compliance AI,$5K-$15K,Director of Technology,www.greshampartners.com,3,$11.6B AUM; #20 fee-only RIA,info@greshampartners.com,,1772123229,961.355 1442; 688.898 1498,pattern
841,Rollins Inc (Orkin),Pest Control / Cleaning Services,Pest Control,Atlanta,GA,18000,$1B+,Route optimization AI,$20K-$40K,Chief Technology Officer,www.rollins.com,5,NYSE listed; Orkin parent; $2.5B rev,investorrelations@rollins.com,media@rollins.com; corporatemarketing@rollins.com; talentaquisition@rollins.com,866.708.5581,,scraped
842,Rentokil (Terminix),Pest Control / Cleaning Services,Pest Control,Reading,PA,30000,$5B+,Scheduling AI,$25K-$50K,CTO,www.rentokil-initial.com,5,Acquired Terminix; global leader,info@rentokil-initial.com,contact@rentokil-initial.com,14086140016,,pattern
843,Arrow Exterminators,Pest Control / Cleaning Services,Pest Control,Atlanta,GA,3000,$200M-$500M,Route optimization AI,$10K-$25K,VP of Technology,www.arrowexterminators.com,4,Top 5 US pest control,info@arrowexterminators.com,contact@arrowexterminators.com,0123228942,7843086486; (888) 462-7769,pattern
844,Truly Nolen,Pest Control / Cleaning Services,Pest Control,Tucson,AZ,1500,$100M-$200M,Scheduling AI,$8K-$20K,Director of IT,www.trulynolen.com,3,95+ US locations; 200+ global,info@trulynolen.com,,2524275384,594.963 3594; 238.477 1906,pattern
845,Cooks Pest Control,Pest Control / Cleaning Services,Pest Control,Decatur,AL,1500,$100M-$200M,Customer retention AI,$8K-$20K,VP of Technology,www.cookspest.com,3,Southeast leader; since 1926,info@cookspest.com,contact@cookspest.com,317-0103265,8002399898; 1767037078,pattern
846,HomeTeam Pest Defense,Pest Control / Cleaning Services,Pest Control,Dallas,TX,2000,$200M-$500M,Route optimization AI,$10K-$20K,Director of Technology,www.hometeampestdefense.com,3,Rollins subsidiary,techdev@deyogroup.com,,2147483647,6140505815; 1772024307,scraped
847,ABC Home & Commercial,Pest Control / Cleaning Services,Multi-Service,Austin,TX,1500,$100M-$200M,Scheduling AI,$8K-$20K,VP of Operations,www.abchomeandcommercial.com,3,Pest + lawn + AC,info@abchomeandcommercial.com,contact@abchomeandcommercial.com,3939557550,7079195831; 5128379500,pattern
848,Aptive Environmental,Pest Control / Cleaning Services,Pest Control,Provo,UT,5000,$200M-$500M,Customer retention AI,$10K-$25K,Chief Technology Officer,www.goaptive.com,4,Fast-growing; digital-first,info@goaptive.com,contact@goaptive.com,4774510130,1772446345; 1772057854,pattern
849,Massey Services,Pest Control / Cleaning Services,Pest/Lawn,Orlando,FL,2800,$200M-$500M,Route optimization AI,$10K-$20K,Director of IT,www.masseyservices.com,3,Florida leader,wecare@masseyservices.com,,10000000000,0509803922; 1019607843,scraped
850,Mosquito Squad,Pest Control / Cleaning Services,Specialty Pest,Virginia Beach,VA,1500,$50M-$100M,Scheduling AI,$5K-$15K,VP of Franchise,www.mosquitosquad.com,3,237 franchise units,info@mosquitosquad.com,contact@mosquitosquad.com,,,pattern
851,ABC (ServiceMaster),Pest Control / Cleaning Services,Cleaning/Pest,Memphis,TN,13000,$1B+,Route optimization AI,$15K-$30K,Chief Technology Officer,www.servicemaster.com,5,ServiceMaster parent; Roark Capital,info@servicemaster.com,contact@servicemaster.com,1-888-937-3783,6053607661; 7260677661,pattern
852,Jan-Pro Cleaning,Pest Control / Cleaning Services,Commercial Cleaning,Alpharetta,GA,10000,$200M-$500M,Scheduling AI,$10K-$25K,VP of Technology,www.jan-pro.com,4,10000+ franchise locations,info@jan-pro.com,contact@jan-pro.com,15571906076,8831727790; 6666666667,pattern
853,Jani-King International,Pest Control / Cleaning Services,Commercial Cleaning,Addison,TX,9000,$200M-$500M,Customer retention AI,$10K-$20K,Director of IT,www.janiking.com,4,Worlds largest commercial cleaning,info@janiking.com,contact@janiking.com,0000000030,0391167283; 17719540304,pattern
854,Coverall,Pest Control / Cleaning Services,Commercial Cleaning,Deerfield Beach,FL,8000,$100M-$200M,Route optimization AI,$8K-$20K,VP of Technology,www.coverall.com,3,9000+ franchisees,info@coverall.com,contact@coverall.com,,,pattern
855,Vanguard Cleaning Systems,Pest Control / Cleaning Services,Commercial Cleaning,San Mateo,CA,5000,$100M-$200M,Scheduling AI,$8K-$15K,Director of Technology,www.vanguardcleaning.com,3,3000+ franchise partners,info@vanguardcleaning.com,contact@vanguardcleaning.com,,,pattern
856,Stratus Building Solutions,Pest Control / Cleaning Services,Green Cleaning,Los Angeles,CA,4000,$100M-$200M,Customer retention AI,$5K-$15K,VP of Operations,www.stratusclean.com,3,Green cleaning franchise,sales@stratusclean.com,,17611382532,118.3629248; 888-981-1555,scraped
857,Stanley Steemer,Pest Control / Cleaning Services,Carpet/Cleaning,Dublin,OH,5000,$200M-$500M,Scheduling AI,$10K-$20K,Chief Technology Officer,www.stanleysteemer.com,4,300+ locations,info@stanleysteemer.com,contact@stanleysteemer.com,0000000017,1-800-783-2637; 1-800-783-3637,pattern
858,Merry Maids,Pest Control / Cleaning Services,Residential Cleaning,Memphis,TN,8000,$200M-$500M,Route optimization AI,$8K-$20K,VP of Technology,www.merrymaids.com,3,ServiceMaster brand,info@merrymaids.com,contact@merrymaids.com,(145.9955156,220.0762331; 9237668161,pattern
859,Molly Maid,Pest Control / Cleaning Services,Residential Cleaning,Waco,TX,5000,$100M-$200M,Scheduling AI,$5K-$15K,Director of Technology,www.mollymaid.com,3,Neighborly brand,info@mollymaid.com,contact@mollymaid.com,,,pattern
860,The Maids,Pest Control / Cleaning Services,Residential Cleaning,Omaha,NE,3000,$50M-$100M,Route optimization AI,$5K-$15K,VP of Operations,www.maids.com,2,Franchise residential cleaning,info@maids.com,contact@maids.com,2147483647,14715184695; 7469316026,pattern
861,CleanNet USA,Pest Control / Cleaning Services,Commercial Cleaning,Columbia,MD,3000,$50M-$100M,Customer retention AI,$5K-$12K,Director of IT,www.cleannetusa.com,2,Franchise commercial cleaning,info@cleannetusa.com,info@cleannetca.ca,1771540170,1767798759; 800-735-8838,pattern
862,Anago Cleaning Systems,Pest Control / Cleaning Services,Commercial Cleaning,Fort Lauderdale,FL,3000,$50M-$100M,Scheduling AI,$5K-$12K,VP of Technology,www.anagocleaning.com,2,Master franchise model,info@anagocleaning.com,contact@anagocleaning.com,9999999999,17329550105; 800-213-5857,pattern
863,Office Pride,Pest Control / Cleaning Services,Commercial Cleaning,Winter Park,FL,1500,$25M-$50M,Route optimization AI,$5K-$10K,Director of Operations,www.officepride.com,2,Faith-based cleaning,info@officepride.com,contact@officepride.com,1772479851,5933670973; 753557.1081,pattern
864,OpenWorks,Pest Control / Cleaning Services,Facility Services,Phoenix,AZ,3000,$50M-$100M,Scheduling AI,$5K-$15K,VP of Technology,www.openworksweb.com,3,Facility management,customerexperience@openworksweb.com,,7052759771,17548187615; +18886799383,scraped
865,ABM Industries,Pest Control / Cleaning Services,Facility Services,New York,NY,100000,$5B+,Building automation AI,$30K-$50K,Chief Technology Officer,www.abm.com,5,NYSE listed; facility services,paymentinquiry@abm.com,myhr@abm.com; benefits@abm.com; payroll@abm.com,4166666666,8126951092; 2081165452,scraped
866,ISS A/S (US),Pest Control / Cleaning Services,Facility Services,New York,NY,40000,$5B+,Workforce scheduling AI,$25K-$50K,CTO,www.us.issworld.com,5,Global facility services,billing@us.issworld.com,procurement.helpdesk@us.issworld.com; isspcservicedesk-70103@happyfox.com; marketing@guckeheimer.com,355538-6273,747-8547930; 1329491097,scraped
867,Cintas,Pest Control / Cleaning Services,Facility/Uniforms,Cincinnati,OH,44000,$5B+,Route optimization AI,$25K-$50K,Chief Technology Officer,www.cintas.com,5,NYSE listed; uniforms + facilities,info@cintas.com,contact@cintas.com,3115218759,6390754115; 17691015640,pattern
868,UniFirst,Pest Control / Cleaning Services,Uniforms/Cleaning,Wilmington,MA,14000,$1B+,Scheduling AI,$10K-$25K,VP of Technology,www.unifirst.com,4,NYSE listed; uniform services,info@unifirst.com,contact@unifirst.com,3333333333,1.6666666667; 4089357148,pattern
869,Critter Control,Pest Control / Cleaning Services,Wildlife Control,Traverse City,MI,1000,$25M-$50M,Scheduling AI,$5K-$12K,Director of IT,www.crittercontrol.com,2,100+ locations,info@crittercontrol.com,,6666666667,17258669234; 17258667344,pattern
870,Pestmaster Services,Pest Control / Cleaning Services,Pest Control,Bishop,CA,200,$10M-$25M,Route optimization AI,$5K-$10K,Director of Operations,www.pestmaster.com,2,Government + commercial pest,info@pestmaster.com,contact@pestmaster.com,17691015640,885-1081709; 555-555-5555,pattern
871,Anticimex (US),Pest Control / Cleaning Services,Smart Pest,Philadelphia,PA,500,$50M-$100M,IoT pest monitoring AI,$8K-$20K,VP of Technology,www.anticimex.com,3,Swedish parent; smart pest tech,info@anticimex.com,contact@anticimex.com,1604902662,7998156831; 1924284376,pattern
872,Mosquito Joe,Pest Control / Cleaning Services,Specialty Pest,Virginia Beach,VA,1500,$25M-$50M,Route optimization AI,$5K-$12K,Director of Franchise,www.mosquitojoe.com,2,Neighborly brand,info@mosquitojoe.com,contact@mosquitojoe.com,1-855-275-2563,,pattern
873,Servpro,Pest Control / Cleaning Services,Restoration/Cleaning,Gallatin,TN,12000,$500M-$1B,Dispatch AI,$10K-$25K,Chief Technology Officer,www.servpro.com,4,2000+ franchise locations,info@servpro.com,contact@servpro.com,11588254667,5020714485; +1-800-737-8776,pattern
874,PuroClean,Pest Control / Cleaning Services,Restoration/Cleaning,Tamarac,FL,3000,$100M-$200M,Scheduling AI,$5K-$15K,VP of Technology,www.puroclean.com,3,Paramedics of property damage,apericchi@puroclean.com,,1769113308,8007757876; +1-800-775-7876,scraped
875,Restoration 1,Pest Control / Cleaning Services,Restoration,Waco,TX,2000,$50M-$100M,Dispatch AI,$5K-$12K,Director of Technology,www.restoration1.com,2,Franchise restoration,info@restoration1.com,contact@restoration1.com,1053444654,2256469871; 9032160238,pattern
876,Presto-X (Rentokil),Pest Control / Cleaning Services,Pest Control,Omaha,NE,500,$50M-$100M,Route optimization AI,$5K-$15K,VP of Operations,www.prestox.com,3,Rentokil subsidiary; Midwest,info@prestox.com,contact@prestox.com,1-800-759-1942,2149059019; 0935672514,pattern
877,Bulwark Exterminating,Pest Control / Cleaning Services,Pest Control,Mesa,AZ,300,$10M-$25M,Customer retention AI,$5K-$10K,Director of IT,www.bulwarkpestcontrol.com,2,Southwest pest control,info@bulwarkpestcontrol.com,contact@bulwarkpestcontrol.com,0384615385,7307692308; 230.4615384,pattern
878,Hulett Environmental,Pest Control / Cleaning Services,Pest Control,West Palm Beach,FL,800,$50M-$100M,Route optimization AI,$5K-$15K,VP of Technology,www.hulett.com,3,Florida pest leader,info@hulett.com,contact@hulett.com,,,pattern
879,Turner Pest Control,Pest Control / Cleaning Services,Pest Control,Jacksonville,FL,400,$25M-$50M,Scheduling AI,$5K-$12K,Director of Operations,www.turnerpest.com,2,Jacksonville area leader,info@turnerpest.com,contact@turnerpest.com,15354375932,800-225-5305; 1715244442,pattern
880,Modern Pest Services,Pest Control / Cleaning Services,Pest Control,Brunswick,ME,200,$10M-$25M,Route optimization AI,$5K-$10K,VP of Operations,www.modernpest.com,2,New England pest control,info@modernpest.com,,9999999999,0205430440; 17283899407,pattern
881,Quad (Quad/Graphics),Printing / Signage / Packaging,Commercial Printing,Sussex,WI,13000,$1B+,Order processing AI,$15K-$30K,Chief Technology Officer,www.quad.com,5,NYSE listed; largest US printer,ir@quad.com,pr@quad.com; myquad@quad.com; existingcustomer@quad.com,1114006023,0000000032; 0980457201,scraped
882,RR Donnelley,Printing / Signage / Packaging,Commercial Printing,Chicago,IL,20000,$1B+,Estimating AI,$15K-$30K,CTO,www.rrd.com,5,NYSE listed; global print,info@rrd.com,contact@rrd.com,3542534375,1.800.782.4892,pattern
883,Taylor Corporation,Printing / Signage / Packaging,Diversified Print,North Mankato,MN,10000,$1B+,Order processing AI,$10K-$25K,VP of Technology,www.taylor.com,4,Custom packaging + print,communications@taylor.com,,11492405650,17722326122; 16810914090,scraped
884,Cimpress (Vistaprint),Printing / Signage / Packaging,Online Printing,Waltham,MA,12000,$1B+,Quality control AI,$15K-$30K,Chief Technology Officer,www.cimpress.com,5,NASDAQ listed; mass customization,info@cimpress.com,contact@cimpress.com,3333333333,6666666666; 16666666666,pattern
885,International Paper,Printing / Signage / Packaging,Packaging,Memphis,TN,39000,$10B+,Quality control AI,$30K-$50K,CTO,www.internationalpaper.com,5,NYSE listed; largest packaging co,info@internationalpaper.com,contact@internationalpaper.com,8000000000,2295503353,pattern
886,Packaging Corp of America,Printing / Signage / Packaging,Corrugated Packaging,Lake Forest,IL,15000,$5B+,Estimating AI,$20K-$40K,VP of Innovation,www.packagingcorp.com,5,NYSE listed; since 1867,info@packagingcorp.com,contact@packagingcorp.com,3333333333,6666666667; 1.4285714286,pattern
887,Graphic Packaging,Printing / Signage / Packaging,Consumer Packaging,Atlanta,GA,24000,$5B+,Quality control AI,$20K-$40K,Chief Technology Officer,www.graphicpkg.com,5,Fortune 500,info@graphicpkg.com,contact@graphicpkg.com,,,pattern
888,Sealed Air,Printing / Signage / Packaging,Protective Packaging,Charlotte,NC,17000,$5B+,Supply chain AI,$20K-$40K,CTO,www.sealedair.com,5,BUBBLE WRAP maker; NYSE,info@sealedair.com,contact@sealedair.com,,,pattern
889,Avery Dennison,Printing / Signage / Packaging,Labels/Packaging,Mentor,OH,36000,$5B+,Quality control AI,$25K-$50K,VP of Digital,www.averydennison.com,5,Fortune 500; labels leader,info@averydennison.com,contact@averydennison.com,4384266309,5122894830; 12028063132,pattern
890,Oliver Inc,Printing / Signage / Packaging,Printing/Packaging,Twinsburg,OH,500,$50M-$100M,Order processing AI,$8K-$20K,VP of Technology,www.oliverinc.com,3,250+ years combined experience,info@oliverinc.com,,1752472336,1003210713; 1770237062,pattern
891,Global Printing,Printing / Signage / Packaging,Consumer Packaging,Kowloon,HK,500,$50M-$100M,Quality control AI,$8K-$15K,Director of Operations,www.gprinting.com,3,International print solutions,info@gprinting.com,,800-610-1089,4904831874; 17430483049,pattern
892,Minuteman Press,Printing / Signage / Packaging,Franchise Print,Farmingdale,NY,5000,$200M-$500M,Estimating AI,$8K-$20K,VP of Franchise,www.minutemanpress.com,4,900+ franchise locations,info@minutemanpress.com,contact@minutemanpress.com,,,pattern
893,AlphaGraphics,Printing / Signage / Packaging,Franchise Print,Salt Lake City,UT,2000,$100M-$200M,Order processing AI,$5K-$15K,Director of Technology,www.alphagraphics.com,3,250+ franchise locations,agsupport@alphagraphics.com,,6389382440,6376067382; 6381261779,scraped
894,Sir Speedy,Printing / Signage / Packaging,Franchise Print,Mission Viejo,CA,1500,$50M-$100M,Estimating AI,$5K-$12K,VP of Operations,www.sirspeedy.com,2,Franchise Solutions brand,info@sirspeedy.com,contact@sirspeedy.com,13265234639,105 206.1054; 079 314.5617,pattern
895,FASTSIGNS International,Printing / Signage / Packaging,Signage,Carrollton,TX,5000,$200M-$500M,Order processing AI,$8K-$20K,Chief Technology Officer,www.fastsigns.com,4,770+ franchise locations,mark.jameson@fastsigns.comor,media.relations@fastsigns.com,2202211709,2307071425; 2603020927,scraped
896,Signs Now,Printing / Signage / Packaging,Signage,Daytona Beach,FL,1000,$25M-$50M,Estimating AI,$5K-$12K,Director of IT,www.signsnow.com,2,Franchise signage,info@signsnow.com,,+1-844-947-4467,10622866858; 9999999999,pattern
897,YESCO,Printing / Signage / Packaging,Signage/Lighting,Salt Lake City,UT,1500,$100M-$200M,Quality control AI,$8K-$15K,VP of Technology,www.yesco.com,3,Sign manufacturing + service,info@yesco.com,contact@yesco.com,9999999999,1729021656; 17307578813,pattern
898,SpeedPro Imaging,Printing / Signage / Packaging,Large Format Print,Denver,CO,800,$25M-$50M,Order processing AI,$5K-$12K,Director of Franchise,www.speedpro.com,2,Large format franchise,info@speedpro.com,contact@speedpro.com,3172729102,6666666667; 7826216654,pattern
899,Signarama,Printing / Signage / Packaging,Signage,West Palm Beach,FL,3000,$100M-$200M,Estimating AI,$5K-$15K,VP of Technology,www.signarama.com,3,800+ franchise locations,info@signarama.com,contact@signarama.com,12417176891,,pattern
900,Multi-Color Corporation,Printing / Signage / Packaging,Labels,Batavia,OH,6000,$1B+,Quality control AI,$10K-$25K,CTO,www.mcclabel.com,4,Now part of Clarios,recruiting@mcclabel.com,,2377696100,6132630093; 483-8812056,scraped
