ID,Company_Name,Industry_Vertical,Sub_Category,City,State,Estimated_Employees,Estimated_Revenue_Range,AI_Automation_Use_Case,Estimated_Deal_Size,Decision_Maker_Title,Website,Priority_Score,Notes,Contact_Email,Alt_Emails,Contact_Phone,Alt_Phones,Email_Source,DM_Name,DM_Professional_Email,DM_Email_Patterns,DM_LinkedIn_Search,LinkedIn_Company,LinkedIn_People_Found,Twitter,Facebook,Instagram,YouTube,Name_Source,DM_Google_Search
761,Home Instead,Senior Care / Home Health,In-Home Care,Omaha,NE,100000,$1B+,Caregiver scheduling AI,$20K-$40K,Chief Technology Officer,www.homeinstead.com,5,1200+ franchises; largest senior care,info@homeinstead.com,contact@homeinstead.com,,,pattern,,,[first].[last]@homeinstead.com; [f][last]@homeinstead.com; [first]@homeinstead.com; [first][last]@homeinstead.com,https://www.linkedin.com/search/results/people/?keywords=%22Chief+Technology+Officer%22+%22Home+Instead%22,,,,,,,,https://www.google.com/search?q=Home+Instead+%22Chief+Technology+Officer%22+site%3Alinkedin.com%2Fin
762,Visiting Angels,Senior Care / Home Health,In-Home Care,Bryn Mawr,PA,25000,$200M-$500M,Patient monitoring AI,$10K-$25K,VP of Technology,www.visitingangels.com,4,578 franchise units,customersupport@visitingangels.com,,(800) 365-4189,,scraped,,,[first].[last]@visitingangels.com; [f][last]@visitingangels.com; [first]@visitingangels.com; [first][last]@visitingangels.com,https://www.linkedin.com/search/results/people/?keywords=%22VP+of+Technology%22+%22Visiting+Angels%22,https://www.linkedin.com/company/visitingangels/,,https://x.com/_VisitingAngels,https://www.facebook.com/VisitingAngelsCorporate,https://www.instagram.com/visitingangelshomecare/,,,https://www.google.com/search?q=Visiting+Angels+%22VP+of+Technology%22+site%3Alinkedin.com%2Fin
763,Right at Home,Senior Care / Home Health,In-Home Care,Omaha,NE,20000,$200M-$500M,Caregiver scheduling AI,$10K-$25K,Director of Technology,www.rightathome.net,4,734 total locations,info@rightathome.net,contact@rightathome.net,(639) 080-0064,(877) 697-7537; (171) 058-7091,pattern,,,[first].[last]@rightathome.net; [f][last]@rightathome.net; [first]@rightathome.net; [first][last]@rightathome.net,https://www.linkedin.com/search/results/people/?keywords=%22Director+of+Technology%22+%22Right+at+Home%22,https://www.linkedin.com/company/right-at-home-inc-/,,https://twitter.com/rightathomeUS,https://www.facebook.com/RAHSeniorHomeCare/,https://www.instagram.com/rightathomeus,,,https://www.google.com/search?q=Right+at+Home+%22Director+of+Technology%22+site%3Alinkedin.com%2Fin
764,Comfort Keepers,Senior Care / Home Health,In-Home Care,Irvine,CA,15000,$200M-$500M,Patient monitoring AI,$10K-$25K,CTO,www.comfortkeepers.com,4,625+ franchise locations,info@comfortkeepers.com,contact@comfortkeepers.com,(866) 959-2969,(800) 387-2415; (172) 781-0610,pattern,,,[first].[last]@comfortkeepers.com; [f][last]@comfortkeepers.com; [first]@comfortkeepers.com; [first][last]@comfortkeepers.com,https://www.linkedin.com/search/results/people/?keywords=%22CTO%22+%22Comfort+Keepers%22,https://www.linkedin.com/company/comfort-keepers/,,https://twitter.com/comfortkeepers,https://www.facebook.com/comfortkeepers,https://www.instagram.com/comfortkeepersofficial,,,https://www.google.com/search?q=Comfort+Keepers+%22CTO%22+site%3Alinkedin.com%2Fin
765,BrightStar Care,Senior Care / Home Health,Medical Home Care,Chicago,IL,10000,$200M-$500M,Compliance automation AI,$10K-$25K,Chief Technology Officer,www.brightstarcare.com,4,342 franchise units,info@brightstarcare.com,contact@brightstarcare.com,(866) 618-7827,(102) 934-0228; (866) 618-7827,pattern,,,[first].[last]@brightstarcare.com; [f][last]@brightstarcare.com; [first]@brightstarcare.com; [first][last]@brightstarcare.com,https://www.linkedin.com/search/results/people/?keywords=%22Chief+Technology+Officer%22+%22BrightStar+Care%22,https://www.linkedin.com/company/72717/,,,https://www.facebook.com/BrightStarCare/,https://www.instagram.com/brightstarcare_corporateoffice/,https://www.youtube.com/channel/UC667vLHIwWyhNsvTHXVJJJQ,,https://www.google.com/search?q=BrightStar+Care+%22Chief+Technology+Officer%22+site%3Alinkedin.com%2Fin
766,Senior Helpers,Senior Care / Home Health,In-Home Care,Towson,MD,8000,$100M-$200M,Caregiver scheduling AI,$8K-$20K,VP of Technology,www.seniorhelpers.com,3,350+ locations,email@email.com,,(800) 760-6389,(800) 760-6389; (177) 240-3843,scraped,,,[first].[last]@seniorhelpers.com; [f][last]@seniorhelpers.com; [first]@seniorhelpers.com; [first][last]@seniorhelpers.com,https://www.linkedin.com/search/results/people/?keywords=%22VP+of+Technology%22+%22Senior+Helpers%22,https://www.linkedin.com/company/senior-helpers,,https://twitter.com/srhelpersnatl,https://www.facebook.com/seniorhelpersnatl,https://www.instagram.com/srhelpersnatl/,,,https://www.google.com/search?q=Senior+Helpers+%22VP+of+Technology%22+site%3Alinkedin.com%2Fin
767,Interim HealthCare,Senior Care / Home Health,Home Health,Sunrise,FL,40000,$1B+,Patient monitoring AI,$15K-$30K,CTO,www.interimhealthcare.com,5,Caring Brands; 50+ year history,wehearyou@interimhealthcare.com,,(177) 240-3844,(113) 272-2000; (109) 831-4182,scraped,,,[first].[last]@interimhealthcare.com; [f][last]@interimhealthcare.com; [first]@interimhealthcare.com; [first][last]@interimhealthcare.com,https://www.linkedin.com/search/results/people/?keywords=%22CTO%22+%22Interim+HealthCare%22,https://www.linkedin.com/company/interim-healthcare,,,https://www.facebook.com/interimhealthcare/,,,,https://www.google.com/search?q=Interim+HealthCare+%22CTO%22+site%3Alinkedin.com%2Fin
768,Kindred at Home (Humana),Senior Care / Home Health,Home Health,Louisville,KY,43000,$5B+,Care coordination AI,$25K-$50K,Chief Technology Officer,www.kindredathome.com,5,Humana subsidiary; largest home health,info@kindredathome.com,contact@kindredathome.com,,,pattern,,,[first].[last]@kindredathome.com; [f][last]@kindredathome.com; [first]@kindredathome.com; [first][last]@kindredathome.com,https://www.linkedin.com/search/results/people/?keywords=%22Chief+Technology+Officer%22+%22Kindred+at+Home+%28Humana%29%22,,,,,,,,https://www.google.com/search?q=Kindred+at+Home+%28Humana%29+%22Chief+Technology+Officer%22+site%3Alinkedin.com%2Fin
769,Amedisys,Senior Care / Home Health,Home Health/Hospice,Baton Rouge,LA,21000,$1B+,Patient monitoring AI,$20K-$40K,CTO,www.amedisys.com,5,NASDAQ listed; home health leader,info@amedisys.com,contact@amedisys.com,(225) 292-2031,,pattern,,,[first].[last]@amedisys.com; [f][last]@amedisys.com; [first]@amedisys.com; [first][last]@amedisys.com,https://www.linkedin.com/search/results/people/?keywords=%22CTO%22+%22Amedisys%22,https://www.linkedin.com/company/amedisys,,https://twitter.com/AmedisysInc,https://www.facebook.com/AmedisysInc,,,,https://www.google.com/search?q=Amedisys+%22CTO%22+site%3Alinkedin.com%2Fin
770,LHC Group (UnitedHealth),Senior Care / Home Health,Home Health,Lafayette,LA,30000,$1B+,Compliance automation AI,$20K-$40K,VP of Technology,www.lhcgroup.com,5,UnitedHealth subsidiary,info@lhcgroup.com,contact@lhcgroup.com,(156) 878-8855,(163) 191-0394; (177) 007-4647,pattern,,,[first].[last]@lhcgroup.com; [f][last]@lhcgroup.com; [first]@lhcgroup.com; [first][last]@lhcgroup.com,https://www.linkedin.com/search/results/people/?keywords=%22VP+of+Technology%22+%22LHC+Group+%28UnitedHealth%29%22,,,https://x.com/lhcgroupinc,http://www.facebook.com/LHCGroup,,,,https://www.google.com/search?q=LHC+Group+%28UnitedHealth%29+%22VP+of+Technology%22+site%3Alinkedin.com%2Fin
771,Encompass Health,Senior Care / Home Health,Home Health/Rehab,Birmingham,AL,50000,$5B+,Care coordination AI,$25K-$50K,Chief Technology Officer,www.encompasshealth.com,5,NYSE listed; rehab + home health,voe@encompasshealth.com,employee.benefits@encompasshealth.com; media@encompasshealth.com; u003evoe@encompasshealth.com,(844) 386-7600,(175) 176-2030; (000) 000-7735,scraped,,,[first].[last]@encompasshealth.com; [f][last]@encompasshealth.com; [first]@encompasshealth.com; [first][last]@encompasshealth.com,https://www.linkedin.com/search/results/people/?keywords=%22Chief+Technology+Officer%22+%22Encompass+Health%22,https://www.linkedin.com/company/encompasshealth,,https://x.com/encompasshlth,https://www.facebook.com/EncompassHealth,https://www.instagram.com/encompasshlth/,https://www.youtube.com/c/EncompassHealth,,https://www.google.com/search?q=Encompass+Health+%22Chief+Technology+Officer%22+site%3Alinkedin.com%2Fin
772,AccordantHealth (CVS),Senior Care / Home Health,Home Health,Greensboro,NC,1000,$100M-$200M,Patient monitoring AI,$8K-$20K,Director of Technology,www.accordant.com,3,CVS specialty pharmacy,info@accordant.com,contact@accordant.com,(177) 240-3848,(119) 082-2834; (800) 948-2497,pattern,,,[first].[last]@accordant.com; [f][last]@accordant.com; [first]@accordant.com; [first][last]@accordant.com,https://www.linkedin.com/search/results/people/?keywords=%22Director+of+Technology%22+%22AccordantHealth+%28CVS%29%22,,,,,,,,https://www.google.com/search?q=AccordantHealth+%28CVS%29+%22Director+of+Technology%22+site%3Alinkedin.com%2Fin
773,Addus HomeCare,Senior Care / Home Health,Home Care,Frisco,TX,35000,$1B+,Caregiver scheduling AI,$15K-$30K,CTO,www.addus.com,4,NASDAQ listed; multi-service,info1@addus.com,,(346) 929-6636,(888) 233-8746; (698) 777-5346,scraped,,,[first].[last]@addus.com; [f][last]@addus.com; [first]@addus.com; [first][last]@addus.com,https://www.linkedin.com/search/results/people/?keywords=%22CTO%22+%22Addus+HomeCare%22,http://www.linkedin.com/company/240039,,,https://www.facebook.com/AddusHomeCare,,,,https://www.google.com/search?q=Addus+HomeCare+%22CTO%22+site%3Alinkedin.com%2Fin
774,Almost Family (LHC),Senior Care / Home Health,Home Health,Louisville,KY,8000,$500M-$1B,Compliance automation AI,$10K-$25K,VP of Technology,www.almostfamily.com,3,Now part of LHC Group,info@almostfamily.com,contact@almostfamily.com,,,pattern,,,[first].[last]@almostfamily.com; [f][last]@almostfamily.com; [first]@almostfamily.com; [first][last]@almostfamily.com,https://www.linkedin.com/search/results/people/?keywords=%22VP+of+Technology%22+%22Almost+Family+%28LHC%29%22,,,,,,,,https://www.google.com/search?q=Almost+Family+%28LHC%29+%22VP+of+Technology%22+site%3Alinkedin.com%2Fin
775,Bayada Home Health Care,Senior Care / Home Health,Home Health,Moorestown,NJ,26000,$1B+,Caregiver scheduling AI,$15K-$30K,Chief Technology Officer,www.bayada.com,5,360+ offices; nonprofit,info@bayada.com,contact@bayada.com,(227) 032-1461,(177) 140-0587; (038) 177-4552,pattern,,,[first].[last]@bayada.com; [f][last]@bayada.com; [first]@bayada.com; [first][last]@bayada.com,https://www.linkedin.com/search/results/people/?keywords=%22Chief+Technology+Officer%22+%22Bayada+Home+Health+Care%22,https://www.linkedin.com/company/bayada-home-health-care,,https://x.com/BAYADAHHC,https://www.facebook.com/BAYADAHomeHealthCare,https://www.instagram.com/bayadahhc/,https://www.youtube.com/c/BAYADAHomeHealthCare,,https://www.google.com/search?q=Bayada+Home+Health+Care+%22Chief+Technology+Officer%22+site%3Alinkedin.com%2Fin
776,Elara Caring,Senior Care / Home Health,Home Health,Dallas,TX,30000,$1B+,Patient monitoring AI,$15K-$30K,CTO,www.elara.com,4,Merger of Great Elm + National HPC,info@elara.com,zhausauer@elara.com; communications@elara.com; webinars@elara.com,(171) 707-1463,(140) 093-2923; (139) 734-2869,pattern,,,[first].[last]@elara.com; [f][last]@elara.com; [first]@elara.com; [first][last]@elara.com,https://www.linkedin.com/search/results/people/?keywords=%22CTO%22+%22Elara+Caring%22,https://www.linkedin.com/company/elara-caring/,,https://twitter.com/elaracaring,https://www.facebook.com/ElaraCaring,https://www.instagram.com/elaracaring/,,,https://www.google.com/search?q=Elara+Caring+%22CTO%22+site%3Alinkedin.com%2Fin
777,Aveanna Healthcare,Senior Care / Home Health,Home Health/Pediatric,Atlanta,GA,32000,$1B+,Compliance automation AI,$15K-$30K,VP of Technology,www.aveanna.com,4,NASDAQ listed; pediatric focus,compliance@aveanna.com,,(171) 380-0569,(177) 134-0609; (175) 503-2250,scraped,,,[first].[last]@aveanna.com; [f][last]@aveanna.com; [first]@aveanna.com; [first][last]@aveanna.com,https://www.linkedin.com/search/results/people/?keywords=%22VP+of+Technology%22+%22Aveanna+Healthcare%22,https://www.linkedin.com/company/aveanna-healthcare/,,,https://www.facebook.com/officialAveannaHealthcare/,https://www.instagram.com/aveannahealthcare/,,,https://www.google.com/search?q=Aveanna+Healthcare+%22VP+of+Technology%22+site%3Alinkedin.com%2Fin
778,ComForCare Home Care,Senior Care / Home Health,In-Home Care,Bloomfield Hills,MI,5000,$50M-$100M,Caregiver scheduling AI,$5K-$15K,Director of IT,www.comforcare.com,3,212 franchise units,info@comforcare.com,contact@comforcare.com,,,pattern,,,[first].[last]@comforcare.com; [f][last]@comforcare.com; [first]@comforcare.com; [first][last]@comforcare.com,https://www.linkedin.com/search/results/people/?keywords=%22Director+of+IT%22+%22ComForCare+Home+Care%22,,,,,,,,https://www.google.com/search?q=ComForCare+Home+Care+%22Director+of+IT%22+site%3Alinkedin.com%2Fin
779,FirstLight Home Care,Senior Care / Home Health,In-Home Care,Cincinnati,OH,4000,$50M-$100M,Patient monitoring AI,$5K-$15K,VP of Technology,www.firstlighthomecare.com,3,189 locations,info@firstlighthomecare.com,contact@firstlighthomecare.com,(261) 396-7441,(866) 985-4031; (866) 985-4031,pattern,,,[first].[last]@firstlighthomecare.com; [f][last]@firstlighthomecare.com; [first]@firstlighthomecare.com; [first][last]@firstlighthomecare.com,https://www.linkedin.com/search/results/people/?keywords=%22VP+of+Technology%22+%22FirstLight+Home+Care%22,https://www.linkedin.com/company/firstlight-homecare,,https://x.com/FirstLightCare,https://www.facebook.com/FirstLight.HomeCare,https://www.instagram.com/firstlighthomecarenational/,,,https://www.google.com/search?q=FirstLight+Home+Care+%22VP+of+Technology%22+site%3Alinkedin.com%2Fin
780,Griswold Home Care,Senior Care / Home Health,In-Home Care,Blue Bell,PA,3000,$50M-$100M,Caregiver scheduling AI,$5K-$15K,Director of Technology,www.griswoldhomecare.com,3,180 locations; since 1982,info@griswoldhomecare.com,contact@griswoldhomecare.com,(777) 777-7777,(309) 247-9991; (736) 365-3047,pattern,,,[first].[last]@griswoldhomecare.com; [f][last]@griswoldhomecare.com; [first]@griswoldhomecare.com; [first][last]@griswoldhomecare.com,https://www.linkedin.com/search/results/people/?keywords=%22Director+of+Technology%22+%22Griswold+Home+Care%22,https://www.linkedin.com/company/717080/,,,https://facebook.com/309247999129854,https://www.instagram.com/griswoldhomecare/,,,https://www.google.com/search?q=Griswold+Home+Care+%22Director+of+Technology%22+site%3Alinkedin.com%2Fin
781,HomeWell Care Services,Senior Care / Home Health,In-Home Care,Burkburnett,TX,2000,$25M-$50M,Scheduling AI,$5K-$12K,VP of Operations,www.homewellcares.com,2,145 units,info@homewellcares.com,contact@homewellcares.com,(177) 240-3850,(177) 240-3851,pattern,,,[first].[last]@homewellcares.com; [f][last]@homewellcares.com; [first]@homewellcares.com; [first][last]@homewellcares.com,https://www.linkedin.com/search/results/people/?keywords=%22VP+of+Operations%22+%22HomeWell+Care+Services%22,,,,,,,,https://www.google.com/search?q=HomeWell+Care+Services+%22VP+of+Operations%22+site%3Alinkedin.com%2Fin
782,Amada Senior Care,Senior Care / Home Health,In-Home Care,San Clemente,CA,2500,$25M-$50M,Patient monitoring AI,$5K-$15K,Director of Technology,www.amadaseniorcare.com,3,150+ locations,info@amadaseniorcare.com,contact@amadaseniorcare.com,(866) 752-1961,(739) 299-9407; (177) 222-8717,pattern,,,[first].[last]@amadaseniorcare.com; [f][last]@amadaseniorcare.com; [first]@amadaseniorcare.com; [first][last]@amadaseniorcare.com,https://www.linkedin.com/search/results/people/?keywords=%22Director+of+Technology%22+%22Amada+Senior+Care%22,,,https://x.com/i/,https://www.facebook.com/AmadaSeniorCareCorporate/,https://www.instagram.com/amadaseniorcare/,,,https://www.google.com/search?q=Amada+Senior+Care+%22Director+of+Technology%22+site%3Alinkedin.com%2Fin
783,Assisting Hands,Senior Care / Home Health,In-Home Care,Des Plaines,IL,3000,$50M-$100M,Caregiver scheduling AI,$5K-$15K,VP of Technology,www.assistinghands.com,3,200 franchise units,info@assistinghands.com,contact@assistinghands.com,(866) 924-2442,(367) 346-8525; (737) 220-8292,pattern,,,[first].[last]@assistinghands.com; [f][last]@assistinghands.com; [first]@assistinghands.com; [first][last]@assistinghands.com,https://www.linkedin.com/search/results/people/?keywords=%22VP+of+Technology%22+%22Assisting+Hands%22,https://www.linkedin.com/company/792274,,https://twitter.com/AHHCNational,https://www.facebook.com/AssistingHands,,https://www.youtube.com/channel/UCg-UIXSKK4XGkuheMD-n2gg,,https://www.google.com/search?q=Assisting+Hands+%22VP+of+Technology%22+site%3Alinkedin.com%2Fin
784,Homewatch CareGivers,Senior Care / Home Health,In-Home Care,Denver,CO,4500,$50M-$100M,Compliance automation AI,$5K-$15K,Director of IT,www.homewatchcaregivers.com,3,30+ states; 7 countries,info@homewatchcaregivers.com,contact@homewatchcaregivers.com,,,pattern,,,[first].[last]@homewatchcaregivers.com; [f][last]@homewatchcaregivers.com; [first]@homewatchcaregivers.com; [first][last]@homewatchcaregivers.com,https://www.linkedin.com/search/results/people/?keywords=%22Director+of+IT%22+%22Homewatch+CareGivers%22,,,,,,,,https://www.google.com/search?q=Homewatch+CareGivers+%22Director+of+IT%22+site%3Alinkedin.com%2Fin
785,SYNERGY HomeCare,Senior Care / Home Health,In-Home Care,Gilbert,AZ,3000,$50M-$100M,Caregiver scheduling AI,$5K-$15K,VP of Technology,www.synergyhomecare.com,3,200+ franchise locations,sem@synergyhomecare.com,,(111) 793-9547,(877) 432-2692; (877) 432-2692,scraped,,,[first].[last]@synergyhomecare.com; [f][last]@synergyhomecare.com; [first]@synergyhomecare.com; [first][last]@synergyhomecare.com,https://www.linkedin.com/search/results/people/?keywords=%22VP+of+Technology%22+%22SYNERGY+HomeCare%22,https://www.linkedin.com/company/synergy-homecare,,https://twitter.com/SYNERGYHomeCare,https://www.facebook.com/synergyhomecare,https://www.instagram.com/synergyhomecare/,,,https://www.google.com/search?q=SYNERGY+HomeCare+%22VP+of+Technology%22+site%3Alinkedin.com%2Fin
786,Home Helpers Home Care,Senior Care / Home Health,In-Home Care,Cincinnati,OH,3000,$50M-$100M,Patient monitoring AI,$5K-$15K,Director of Technology,www.homehelpershomecare.com,3,300+ territories,info@homehelpershomecare.com,contact@homehelpershomecare.com,(176) 607-6094,(172) 686-0699; (171) 482-4130,pattern,,,[first].[last]@homehelpershomecare.com; [f][last]@homehelpershomecare.com; [first]@homehelpershomecare.com; [first][last]@homehelpershomecare.com,https://www.linkedin.com/search/results/people/?keywords=%22Director+of+Technology%22+%22Home+Helpers+Home+Care%22,https://www.linkedin.com/company/home-helpers,https://www.linkedin.com/in/debbie-humphrey-31778413,https://twitter.com/HHHelper,https://www.facebook.com/HomeHelpersSeniorCare/,,,,https://www.google.com/search?q=Home+Helpers+Home+Care+%22Director+of+Technology%22+site%3Alinkedin.com%2Fin
